"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"29",-117.229682473544,156.733606197889,51.8603571467887,49.8216678305797,2.45457611068743,42.3378514784828,24.8578886706011,23.1005264871364,-16.8217891641717,32.7188494317585
"30",-117.269130690341,156.687045395379,49.9541350725848,52.1258110569198,2.16242737490774,44.6627842731708,27.0714707143837,25.0573798850945,-16.760037127613,32.6239825009334
"31",-117.282587282203,156.691323892213,48.3007427038705,49.7383896714667,0.539660610581981,43.7843408636439,27.9134305475657,26.2895184929277,-18.9036167031755,33.0347208391566
"32",-117.292557019804,156.64726166754,51.552405110753,51.7267626407532,2.03835888888928,44.1277236695757,26.4758689174196,25.7011912438236,-17.413122521889,33.7662689477934
"33",-117.240262965226,156.750240362505,52.0780213293883,50.8308816720218,0.746377621786191,43.4253615920545,26.1583177712513,25.065990384765,-17.2689371159048,34.7869882479473
"34",-117.222556255058,156.753776201686,49.7958000739441,50.644309513393,2.87025613684123,42.8683702706453,27.2255962176854,24.5475607402972,-17.9776385142593,33.2521672229306
"35",-117.209874900303,156.770118805941,50.7244121682791,50.2483276423821,0.819193246763589,43.6866735433987,26.741774813844,26.1173591778126,-17.2753023630802,34.5041745120576
"36",-117.248143563551,156.671789730304,49.6924483603723,50.9015995105461,0.338419970577679,43.1752238127136,27.7993499948631,23.2418093671963,-19.0337304512647,34.4243466914218
"37",-117.265971215371,156.707109206847,51.0320003671122,51.6604196765241,1.00094457706735,45.3798194556262,26.8475854398706,23.4558585086094,-18.453933892872,34.2288590215975
"38",-117.205974441253,156.71017927576,50.5811192012822,50.2275738787574,3.12577218031345,45.9131369715025,26.9957067879342,25.7856618915841,-16.968735979991,33.4184213993318
"39",-117.216831500567,156.701612497676,50.9520699406608,50.3573252097174,0.68008845556559,44.0707086876087,26.1415189583213,23.9817000182372,-18.2361136538915,32.7596777406422
"40",-117.184056705517,156.731587643297,51.7083262853857,51.418427183317,1.23170947892848,44.486131424429,24.961918993054,25.2278498065715,-16.6282666609441,34.84666398586
"41",-117.213035849686,156.692411601684,50.2908520271256,52.9609924162508,0.935907636178707,44.3301686739225,26.5026076608966,22.5674846317798,-18.4865062058981,32.3635890282097
"42",-117.247338943384,156.7032612867,50.738657528165,49.3388193373466,1.4370901136576,44.9245432404918,28.5831646604917,23.1081698972489,-14.9312887512098,32.7628375153692
"43",-117.248224027053,156.677926728975,51.1570936914099,50.2928998760358,2.79962904416853,45.7176782689196,25.2405339307504,24.8461120572975,-18.9286547421153,34.5818491118338
"44",-117.215261464688,156.715929608452,49.340772467442,51.4618033344039,1.38456860097363,44.3763257704951,27.8330804366538,24.0987806685881,-17.1774201182821,33.7797635822905
"45",-117.264694929931,156.739774493528,50.9692755380647,52.8640863536855,0.99707167605294,42.5157890608687,25.8343667693202,24.8977097164425,-17.7533654685171,33.8283694248769
"46",-117.243580313851,156.690320208246,49.6986749280226,50.6785370028818,1.48231254294311,45.3350197040834,27.688822379264,25.266472294698,-18.6715426401807,32.8094664215792
"47",-117.277128518433,156.786382469885,51.1113194473143,52.8289856454728,1.38287917109802,43.4555348199041,27.0976673687061,24.3595516060218,-18.6424990168165,33.5688473017577
"48",-117.232894047434,156.726591180198,50.5883513178914,52.1161540253824,1.90416295884337,43.2998140610782,24.7872090482752,24.0036856231017,-18.3340780357453,30.7812266932236
"49",-117.284270854528,156.761986062055,51.4889788856562,52.65680017669,1.58273111122702,45.0029414132481,27.4584986203444,25.3006953753793,-17.249949800526,32.5123722606866
"50",-117.240339336395,156.693367689009,49.8117486337114,51.4935742112985,3.97390049578504,43.9840535996322,26.7094891140698,23.3458955881208,-17.7256395497721,33.6577019650526
"51",-117.244247505021,156.671376838648,51.9321778343488,52.3301163603635,1.89364499849222,43.9330689145623,25.6537945566815,24.9975861860258,-17.192227549683,33.051402995134
"52",-117.23746316137,156.726719108896,50.4481900862396,51.6861784929231,1.70331301228248,44.4608851962749,26.8109682494656,26.7272541344767,-16.8568838583345,33.0901541838239
"53",-117.246947378885,156.694732123433,49.5129855891817,52.40940927415,1.09875897525126,44.0244360846412,27.1699923072996,26.2246033616079,-17.0558005658612,33.0727630284023
"54",-117.24261017478,156.698513033441,50.2115461900192,50.1061566009466,1.27311361122171,45.4422407860004,26.0063110531761,24.2643870181826,-17.6055276531012,34.0383515885132
"55",-117.191918261722,156.703432443394,49.9576094591459,50.3459653118866,-0.0515101755721184,42.8979582351886,26.7649806764356,25.1473925873164,-17.7872212607356,33.0171770873422
"56",-117.219401689472,156.722315774354,50.5768220329987,52.8629122142961,0.954730997081843,43.4061069974469,26.6812830383954,24.5639017641765,-16.6031253835329,33.5525611078969
"57",-117.213221907321,156.703320724777,52.860540046385,52.3532831214886,1.30639395976488,43.0615461604081,26.2686539658807,26.8384089468394,-16.6912166075576,33.0093686128296
"58",-117.2273921823,156.705822324035,50.691773802586,51.0921866115711,0.697672185870694,43.2662845592203,28.7868532204245,23.9420138657411,-16.7278538067952,31.1726474759515
"59",-117.238252692128,156.703474387929,51.9178999786246,51.2031573732194,1.07148858849019,44.7853190000982,24.7914705764355,24.3925319193295,-19.5965433875777,34.168164348676
"60",-117.198519564038,156.651419087901,50.9564153786568,50.9015063272433,3.09981447674629,44.6242400589636,27.3550708215741,24.6814046482995,-17.0452871242777,32.9165305776885
"61",-117.220991459971,156.711001944007,50.0166572119976,52.2269497926399,3.49021720282041,43.5601748646461,26.7794982863748,23.929202033699,-17.7247424213501,33.5243401394262
"62",-117.236352101764,156.710319212734,50.560753911865,53.1212983910855,1.05687808050017,44.6602560238569,27.076744010404,23.8904285720622,-17.8616982793924,34.20793043951
"63",-117.225825022945,156.70268812166,48.9635291394025,51.4659534797047,0.384237227540187,44.6791138105812,26.7560311740515,24.1548585652493,-16.2750258919754,33.7728125488845
"64",-117.290620040706,156.690138175538,50.8764634597244,51.5466960830223,-0.333741337544112,44.8389793663464,26.4586724127657,24.1063504610314,-17.004079960321,34.614046817582
"65",-117.223141340601,156.73709295619,52.6178626942793,52.1953155106265,1.40996668984121,45.4925411465513,28.1856858414404,25.190716847243,-16.1628367441257,34.4159012651196
"66",-117.29100739933,156.735602209132,49.9995398008026,51.3430476205325,1.04546499758001,44.7452715619075,26.1770604684666,23.7400834845396,-19.0188003523535,32.9011592852182
"67",-117.296401228995,156.713052793095,51.2861316952591,52.3835145836798,1.55845412850572,43.9452258855371,26.3740147962423,24.4396934799075,-17.791231506271,32.9241939947416
"68",-117.267513482544,156.707134634078,49.9059630876311,50.7282415288163,-0.811881559522777,43.365298869814,25.9420875657614,23.1394758918565,-17.1906039288987,32.7735522877337
"69",-117.227656441381,156.687770612096,51.3480279104575,51.6623158089885,2.22524811968931,43.8655061893904,28.5451487476898,25.1291274330621,-17.9886402052074,31.2200050106437
"70",-117.281884666139,156.761942146381,50.9674113488239,50.4924630898517,1.17384653739913,44.0685291107681,26.2793780344985,24.8234671365587,-15.8684625768599,32.016899245477
"71",-117.262998875163,156.698119713338,51.5283764128982,51.5356062696479,1.07642659308373,41.2039563667443,26.6007743126903,25.190812541501,-15.2032531290731,32.7700855332521
"72",-117.202913069172,156.710659189377,51.185621983231,51.4561417268004,-0.146583988201752,43.6298746086325,26.6653520124257,24.6251786285129,-16.3406131707707,33.8166513235569
"73",-117.223260421376,156.748637345945,51.7979388598526,52.0201749318869,1.39848677640668,42.2789576968272,27.1436288822524,22.5208474682938,-16.6848494138756,34.6490975763342
"74",-117.196198181966,156.717071498337,51.3690543521113,51.3013029716126,2.72750097938095,45.2428052229354,24.372770023307,24.8324108230795,-17.088615543902,33.8847738254293
"75",-117.203091812435,156.734282432356,50.6652175691169,51.7626871396667,1.70415150710081,41.754425540146,27.5160950787322,24.977674878675,-17.8382912014305,33.0969244700165
"76",-117.307392123808,156.705149750169,50.2797365403318,52.2827901147519,0.860666981858826,42.5362161818214,27.7430876610214,25.7906612839048,-16.9582180798936,33.9432880350222
"77",-117.219384047737,156.729355519095,49.9337442899626,53.2424959089776,1.57217873408377,45.2690817516308,26.3829273478376,25.1568491107279,-18.2518814747309,33.2809725900261
"78",-117.197536948788,156.728901983165,51.8502899424793,51.9106184617154,1.86815110562771,42.2578579306059,27.8701150363231,25.3717446277529,-19.1290768199144,33.0324425881015
"79",-117.194346356803,156.707428128842,50.1354973420796,52.8292225568821,1.54165342627698,42.5991696841982,25.5259508412768,24.2100390502562,-16.4691364648051,33.2589155772041
"80",-117.225036426794,156.703401194973,50.1134781157197,51.9783262074431,0.208161782025378,43.2331748367139,26.3879525274782,25.6140116125297,-17.1735347038339,32.8766733510685
"81",-117.246493303565,156.71723685647,47.964519915875,51.2920025088629,0.977562574817054,42.9529593319129,26.3579813910909,24.6885268813614,-17.0015037028594,31.6023259878243
"82",-117.19174352857,156.670457151001,50.8740780016771,50.8070495554107,1.67614826738952,44.9798682469482,27.0102369763419,23.5894950876158,-19.1153492089813,33.3206130660661
"83",-117.259101566391,156.673322927975,51.1992647522785,50.7580647676781,2.43651715790528,43.1604664093393,25.1484954656834,25.4571878084067,-17.3790989870907,34.1195668841076
"84",-117.247990887276,156.70254723319,49.2424136114338,50.9294026728179,-1.0074981548152,41.2955954475494,26.7888470345132,24.4860895281753,-17.7007341352947,32.6192996450319
"85",-117.236411799219,156.749748322424,50.6212882036663,51.6795955558949,2.0549868911843,44.9016793348647,27.6938419876008,26.4501901722052,-15.2529369398944,32.0995919780322
"86",-117.212478121459,156.706907312515,50.9430777142281,51.1991526150652,0.141288069646028,44.9504839993421,27.5553908784866,24.2580750988224,-17.7674625500771,32.4904736939701
"87",-117.242423590687,156.723846184463,49.5629035208813,52.7423946169513,-0.237441894297296,45.4823540104101,25.2428574956562,23.7861814181554,-19.3547568752775,32.3115806968167
"88",-117.277943236369,156.680959661422,49.9748111297403,51.4848875350852,1.75275657209745,44.1767194005557,24.9996538511392,23.6872876148711,-18.8950318417003,33.6130772468783
"89",-117.221906043966,156.689212562187,50.4863127678034,51.6299630236855,2.01805875143982,42.8392975973294,24.9046134752525,25.0335008851476,-18.3504493746904,32.6188023103733
"90",-117.210349546398,156.773705831356,50.4114488987482,49.4207451261991,1.0304757294894,43.2142881097553,28.2887073585299,24.8256083214481,-18.1681986340415,31.9335842934161
"91",-117.281120791039,156.644703377094,50.9033163448255,51.4954956812756,-0.517342939645789,43.1187334082201,25.8803106008219,24.1455564265158,-16.6513606350488,33.250360463943
"92",-117.179902650509,156.736632457293,52.0783982492633,50.4623410540188,2.88960134093344,43.8136032298577,26.7996925026565,25.5435536822847,-15.2016120665276,33.814459943207
"93",-117.210861356465,156.760185969054,49.9354614268982,50.1332271749788,1.07487654787115,44.4257205104225,26.8526573213016,26.7238704048743,-17.5279593079774,32.4825781337771
"94",-117.21945932236,156.666891972375,49.4341533278358,50.0053770194102,2.33795410230413,44.3988348743565,26.4902439138457,23.3202482923137,-17.8079541550528,32.9970222520192
"95",-117.260709633102,156.720064619499,52.8240704413377,52.760532254512,2.13322207231911,43.6282344651998,26.8667087943724,26.2859149717928,-18.1889301222782,32.2684953425931
"96",-117.20832404683,156.7079592121,49.8618870967625,53.2060253061785,1.42434522404075,42.3095393989301,26.8094279055825,24.145657612192,-17.1729823793735,31.4326858365255
"97",-117.271176320627,156.646058151711,49.6929221091132,52.4069827780525,1.21489049307175,44.3595646550841,25.7726884193286,25.1090050473732,-18.1800185265088,31.4648933699815
"98",-117.244346810143,156.720199472764,50.9248150566797,49.4562795680907,1.234809631554,42.3885973256598,26.8514122340717,23.6698454464264,-16.90025413179,33.1265531920797
"99",-117.273649349104,156.668243199185,48.9952178657355,51.5790010956098,0.202908995355247,43.8941698792774,25.7362159505392,25.3534979530652,-14.8859658111635,34.139006862112
"100",-117.255096031319,156.628613467852,50.5358613178387,52.239804771887,1.48673294460769,43.3128502899933,26.7570812363402,24.5505192448449,-17.3023860740634,32.3566993162088
"101",-117.834262081079,157.645569044761,50.0625513863708,52.5493694879325,2.12924075971437,45.0427162580154,26.7317077684682,25.6575907694403,-17.6905523419779,32.0869934897747
"102",-117.855002109113,157.629622869214,49.5583590511141,51.4626688516524,0.971938805125757,44.0769654077282,24.9144533881601,24.8977540028761,-16.0819047124532,32.5767313923445
"103",-117.868080263233,157.646447545143,49.7778207993249,49.8778614465528,2.62032471846233,43.4264127862779,27.7052458006199,24.3656034110308,-16.9222574689642,33.5971320701339
"104",-117.786192254149,157.632721572506,50.5033412473054,50.9516798562737,0.118478229910125,43.0850338048442,26.2567973585359,26.5790751687606,-17.0051403748698,33.5775147401449
"105",-117.785243220819,157.694919961408,48.7567167918974,50.4232393607063,1.78238404507788,45.6637881529286,26.0002482631083,25.1230787165648,-17.6749523283015,33.6386789339261
"106",-117.84868898809,157.646415038433,49.5238623181895,50.5404471825158,0.219954423516682,43.291100551693,27.2038012596527,23.8071032234119,-16.18440982431,34.8084979090444
"107",-117.8336324789,157.708805428405,51.9933029130353,51.8302126334939,-0.142534211521648,43.944179697753,26.8374565673789,24.7042188715554,-17.7925302546103,32.1902639466553
"108",-117.866793950132,157.657394268085,51.6008041329488,53.4371167864537,-0.509400292622263,44.4790725983441,27.202308837263,25.4178928384885,-17.7170176734088,33.1102200414113
"109",-117.829084975559,157.646559436988,50.307750792558,51.8455735876349,0.815280499206768,44.3419213063291,26.1278788974012,25.55299627006,-17.0809436318038,32.8731897561286
"110",-117.781110566441,157.628635810446,49.9878844926318,51.4818013356844,2.4635261294601,42.3162868297398,26.16172515182,25.1255010274081,-18.7689462669805,34.202862837996
"111",-117.869330079682,157.655165526748,49.2398379231004,52.3841986986922,1.52838681122746,42.5156523291809,24.771451741493,24.9800316991062,-15.2556453881521,34.7186093019669
"112",-117.85041470005,157.644467449737,51.9767809594575,50.9751206687442,-0.635983932147896,45.0919788737955,26.5544490454273,25.7213475749234,-17.1646125813459,31.7272313509746
"113",-117.819794291978,157.628970126637,51.4747151074733,50.7941781364748,0.814482792692791,43.9907919935256,24.9879332634811,23.495837339937,-18.4656942925525,32.7372448879355
"114",-117.842709463498,157.610990727113,48.941838339521,51.6700387580651,2.39983079388682,43.9543032584674,26.2494399996345,24.0713175267103,-15.9235180416225,33.2214021413431
"115",-117.835491019456,157.65393426851,50.6163107345118,50.8708347233339,2.61616314884263,44.0884712053167,26.3497746976865,25.0778683764294,-16.7479252303382,32.9476014518986
"116",-117.79972228555,157.647933378938,50.6643669057816,53.1609932195217,1.30263647107332,43.4948894032242,27.7997628858401,26.0159792033132,-17.6935799575673,33.3022385535173
"117",-117.822432099947,157.657539601898,51.6364758483461,50.5718534854127,0.906628454710256,46.4059105854967,25.6165347294513,25.2018855624317,-18.0783217071694,34.4795229949188
"118",-117.833339533634,157.665856259339,51.2071105062446,52.3378524723416,2.9502560370188,43.2216261692065,25.4067608496594,24.9018299563676,-17.0408632897037,33.9359547044078
"119",-117.791167021035,157.591123336747,51.3404280509693,51.8174727429845,0.744679302831778,43.6518705936886,26.2035725480597,24.9016457864927,-17.543577790003,32.4243119085161
"120",-117.850244931775,157.645434580646,54.0695564416575,51.9888186326713,-0.294895801110643,43.2788443022838,26.5184924679212,23.7982457873126,-17.8832039884596,33.6970596197903
"121",-117.818831023565,157.642716587297,49.4743797492276,51.0136407426774,1.66650223983476,44.7248870225995,26.2493765991417,24.7535066891738,-16.5658277558942,34.7737694275392
"122",-117.817535717577,157.591664667286,49.9966283271653,50.4392154737252,0.592292931824426,44.5090724860875,26.9586016916323,24.6192853815905,-15.8626718332659,33.4942589281835
"123",-117.836506060643,157.64548876187,51.4665712451244,52.2077757200466,1.89100542213951,42.1248211542041,25.3547152794841,24.5562832137744,-17.8834962216119,35.5458908646933
"124",-117.824437923842,157.644189935668,49.1096935661317,51.0073785125732,3.31915133270848,43.0275016632231,26.6707468187187,24.0475913213881,-16.4569610058163,32.9960728710157
"125",-117.83208374257,157.615970768218,50.6192418563081,50.5249187292122,1.58420222249775,43.5735656717763,26.520095628929,25.0784801087151,-18.8416241055214,35.9363183809939
"126",-117.852296188331,157.626964785117,49.4976176957894,52.58379099349,1.69445242236712,44.6553909793287,27.1104161887628,24.7617124380494,-16.2789586947813,30.7258104150763
"127",-117.838931107413,157.636044693808,53.0398070126902,50.4280647708765,2.05586429297294,44.0689932439017,26.4300605815133,26.7795287600523,-17.4477247263316,35.3623496585154
"128",-117.858400386033,157.630149136461,49.4298473297169,52.5042514039173,1.34461125722766,43.3304219115367,27.8476573329408,24.9818829792277,-16.3892013949797,32.2561026543114
"129",-117.80323495121,157.577993799764,49.7347709522251,49.3541473299208,0.513664149936578,44.2450691661025,28.1227177014983,25.2825116400593,-17.0989766422646,33.2777624158684
"130",-117.833794235616,157.67878415338,51.7954176057124,50.6401720087263,1.93385213297248,44.7123285598829,25.0040122906634,25.0420472190761,-16.795639162724,31.1331568891918
"131",-117.787475447318,157.636013875302,51.9166652177621,51.9513563813275,3.48769411019053,43.0458696952599,25.3270585715683,24.170359248453,-16.7347498835061,32.2937253607938
"132",-117.795661793932,157.62221354645,49.9603721784259,51.3063036944656,1.81370788417834,43.8782146488007,26.6607827851983,26.6170589690713,-16.7463200281024,32.9241135686649
"133",-117.867719658222,157.601316925215,49.9428137805496,52.8928239384165,2.21662649789934,43.526562880494,25.4875806944375,24.558765149814,-17.1724069067591,31.9582030386644
"134",-117.783038500279,157.624812643135,48.7759434217089,49.8223087460627,0.500079493174597,43.5515834692998,25.3630296319787,24.9395935015716,-17.6610710532494,34.4153388933589
"135",-117.796058345938,157.65802549397,49.6675704739054,51.2494277414164,1.24287798200933,44.2650828423225,26.790813197646,23.0311424850568,-17.4581626329913,32.4121487771018
"136",-117.813949244451,157.609774208189,51.4095620964613,50.1325024872409,-0.431473656769651,44.3553950808754,27.4820940808478,24.392884803331,-17.0547460454533,31.9055864145252
"137",-117.82838269926,157.658438393812,51.6195937443342,52.0558638950451,2.32666509662979,43.3639387107564,25.8141131675399,24.1821126706463,-16.9098260372933,33.6523719479987
"138",-117.819762891975,157.631293203097,50.597483895569,51.9996996675215,0.831512044815196,44.6680570556177,25.0107332802871,25.1414647039256,-16.1502648138495,34.1971674180127
"139",-117.887331854071,157.638474730643,49.4559557527814,50.6532741703485,1.16771201950704,42.8976027655717,25.6185111236112,24.3601456677203,-18.0729166201516,32.6867903759204
"140",-117.851383660496,157.652963535988,51.2084856979586,50.8858986266974,2.45656621352875,43.6478104935997,26.7429711089049,24.4993097975234,-17.1537902107814,32.054173173809
"141",-117.817600522613,157.63187098814,51.4000318117507,53.8353944490402,2.18931781150435,42.5330717938787,28.0078462689747,25.9404269481709,-15.7275549420713,33.6879003886251
"142",-117.848078539182,157.620797032947,51.740060347676,50.993256208525,2.65330716869627,45.1200665411855,24.3936980462528,25.455691156576,-18.2942541304578,33.8864367331639
"143",-117.792418898598,157.675005899044,50.2957199077967,51.8607072712634,0.293981930421786,41.8427277583167,25.7380477139271,23.6078625535481,-16.8023657029095,32.2638745761989
"144",-117.793464448823,157.636980610629,50.2930594917147,50.9920039567826,1.07731018705588,43.5526226831249,25.9626864703922,26.0222542691155,-15.0611836669123,33.1059380230454
"145",-117.851081026814,157.656072252049,51.0439820302978,50.719998925576,0.788480432713307,42.4881697384356,26.8837187603369,24.9462820343844,-19.966655368021,33.5365742658073
"146",-117.83986622788,157.649043685995,48.9435356419652,50.226271836013,1.37958772663992,44.4281525667616,27.5769159844978,25.3918431335629,-16.8177577117061,34.8641144686078
"147",-117.803465796866,157.669812043665,49.8328182396038,50.9432103712627,2.34142042746054,44.0507728258596,26.7179690825477,26.3738686614491,-17.8356857650443,33.7908023304847
"148",-117.785833410799,157.604388036539,49.1211116309996,53.8406983526539,-0.244452098666574,44.9208327483404,25.7918315581333,26.6645704620706,-16.523553520003,34.1775367041137
"149",-117.841905544415,157.689787406437,51.1604250566772,50.8590360119603,1.20038543506634,42.9331087430814,25.3367748418263,24.9260542828756,-18.4016954867302,34.5295940299945
"150",-117.874426355349,157.646631126709,49.8008468299678,52.0015828908382,0.578429165976304,44.6012462508494,25.992715016893,23.5790309682989,-16.9188634192601,31.5039358882566
"151",-117.828768572179,157.673977308271,50.4647522242562,52.1046518091092,1.07404519688379,44.1293176684243,28.0556235706388,24.5971977745518,-18.5949332406415,35.1323889332229
"152",-117.825525734377,157.657070125354,51.0952859694978,50.5464713992234,1.43690930529521,42.3079517664678,27.6266014643893,24.3598878204901,-15.3296327816559,33.639506530045
"153",-117.866103073135,157.656220068487,51.029003692824,49.877288117686,0.322841434931509,45.9927970627591,25.6106916876432,24.2953751420479,-18.3455109884539,33.570350624681
"154",-117.817044009368,157.669183216764,50.537282114107,52.254695000761,1.51335776875306,44.5458407280802,24.5107279507198,24.0295606960615,-17.264173371999,33.9172715961131
"155",-117.838790743027,157.6682617302,51.4165232935495,51.4482222742252,0.939580607767459,45.3454808352746,27.3100824793705,26.0876306423636,-17.3556752334797,33.5449118235518
"156",-117.847684901712,157.673801753238,50.4611217854699,51.5206684099624,1.26002592904823,43.8158167154017,28.1626629199531,24.3923920881161,-15.46665697438,35.1354128107159
"157",-117.85268413699,157.652623669167,51.7095853191187,51.2339994874403,0.962014186590264,43.7764911831708,25.94124493304,25.234704898845,-17.9690359491295,33.2253325955058
"158",-117.864625558887,157.674673151247,52.0008145419962,51.3241293357089,1.57809494283976,45.671489849722,26.2897111527743,25.7691320469658,-17.5237109125402,33.9035847131696
"159",-117.801606105771,157.585970770919,50.4255107558555,52.578650140818,1.77877234109854,45.792129317933,26.233482708174,25.3384336903638,-16.8221513573389,33.8779744219458
"160",-117.84649032141,157.65807031786,48.9663258991492,50.7985913142141,0.119629267606116,45.5277821237041,25.4587459443757,24.2149031621929,-17.9767475467369,34.4113208732232
"161",-117.804479392034,157.652298250576,50.4079661351648,52.8926623926315,1.7680173213913,44.1898504695843,27.9270738989875,24.7596045481646,-18.2888348766293,33.3885490113267
"162",-117.76856622013,157.671087408194,50.2554472469489,51.7175567641314,1.09559624798571,43.5515086611618,24.7608407455297,25.1519566813083,-17.007896284309,32.7775026554022
"163",-117.799204248974,157.68949297493,50.1227549141727,53.8781295043243,0.472019638716747,44.7071526754819,25.5197136277825,26.5043427878823,-17.8986622482793,33.0242546124371
"164",-117.829433214357,157.672861044631,51.4559067481277,52.2623128653789,-0.481341253124552,44.6459234260453,27.5582157506848,24.3138225064383,-17.2907137483512,32.664038994039
"165",-117.79748539346,157.685330322754,49.2202176366929,52.1021446957114,0.764395101689538,44.1401539151157,27.3433459158779,25.6313949257459,-16.3758580339807,33.9214217825618
"166",-117.83231826823,157.65060120282,49.6624071416128,50.9812690706803,1.08945859540308,44.7947374232642,26.6313069089973,24.5922879521888,-17.1649911838066,33.2542752697602
"167",-117.826095232301,157.654586542773,50.3176504304256,52.9963363654666,1.95505335433526,44.0233319971258,26.5124008241689,24.8999363564879,-16.1527561235912,33.3190323213145
"168",-117.807045378462,157.670470937872,50.361465755077,51.8692127330684,0.123386235841009,43.5099263202847,25.2494855260463,24.2732825598258,-19.5306670751964,33.9892572545413
"169",-117.861193163727,157.654204359107,51.2170077838591,50.4565126902947,1.41936694278316,43.9800361128086,26.2604853717383,24.2915519405279,-17.1150235334173,32.938931066448
